SKU,Mark,Название товара,Цена,Price Old,Изображение,Наличие русского языка в субтитрах,Наличие русского языка в голосе,Жанр игры,Подробное описание,Платформа,Раздел,SEO title,SEO descr
2650941,Новинка,FINAL FANTASY VII REBIRTH Digital Deluxe Edition,10750,,https://store.playstation.com/store/api/chihiro/00_09_000/container/TR/tr/99/EP0082-PPSA08668_00-0978938405039882/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=586&h=586,Нет,Нет,Role Playing Games,"«Предзаказ - Требует немедленной оплаты»<br/><br/><br/>Подробнее о предварительном заказе, в том числе и о его отмене, можно узнать из Условий обслуживания и Лицензионного соглашения Sony Entertainment Network. Автоматическая загрузка осуществляется, если на системе PS5™ включены настройки «Автоматический вход в систему» и «Автоматический вход в сеть».<br/><br/>Оформите предзаказ, чтобы получить следующий цифровой контент:<br/><br/>• Материя призыва: тройка муглов <br/><br/>Эта материя призыва позволяет призвать тройку муглов в игре.<br/><br/><br/>※Это издание включает в себя игру FINAL FANTASY VII REBIRTH и цифровые материалы. Игру FINAL FANTASY VII REBIRTH также можно приобрести отдельно.<br/><br/>Состав Digital Deluxe Edition:<br/>・        Игра FINAL FANTASY VII REBIRTH<br/>・        Цифровой артбук<br/>・        Цифровой мини-саундтрек<br/>・        Материя призыва: Magic Pot<br/>・        Аксессуар: Reclaimant Choker<br/>・        Доспех: Orchid Bracelet<br/>※Доступ к цифровым мини-саундтреку и артбуку можно получить через приложение Square Enix Digital Content Viewer.<br/>※При наличии Square Enix Digital Content Viewer повторная загрузка не требуется.<br/>※Для работы Square Enix Digital Content Viewer требуется подключение к интернету.<br/>----------------<br/>Этим предложением могут воспользоваться владельцы сохранений* из игр:<br/>FINAL FANTASY VII REMAKE (PlayStation 4 / PlayStation 5)<br/>•        Материя призыва: Leviathan<br/>FINAL FANTASY VII REMAKE EPISODE INTERmission<br/>•        Материя призыва: Ramuh<br/>*Сохранения должны быть на PS5.<br/>--------------<br/>Неведомые странствия продолжаются...<br/><br/>Выбравшись из города Midgar, Cloud и его друзья отправляются в путешествие по планете.<br/><br/>Необъятный мир<br/><br/>Во время поисков Sephiroth вам предстоит путешествовать по захватывающим дух, обширным регионам мира и открывать новые области для исследования.<br/><br/>Улучшенная боевая система <br/><br/>Проявляйте всю глубину своего стратегического мышления в напряженных сражениях плечом к плечу со своими соратниками, включая новых для игры персонажей.<br/><br/>Новые судьбы<br/><br/>В этом самостоятельном приключении Cloud и его соратники отправляются в путешествие по планете.<br/><br/><br/>FINAL FANTASY VII REBIRTH — это новая история в рамках проекта FINAL FANTASY VII Remake.<br/><br/>Языки в FINAL FANTASY VII REBIRTH:<br/>Озвучивание: JP, EN, FR, DE　　　　<br/>Субтитры: JP, EN, FR, DE, IT, ES, BR-PT, LatAm<br/><br/>Языки в Digital Content Viewer:<br/>JP, EN, FR, DE, IT, ES, BR-PT, LatAm, KO, ZH-TW, ZH-CN<br/><br/>Языки в цифровых артбуке и мини-саундтреке:<br/>JP, EN",PS5,Игры PlayStation,The Last of Us Part II Remastered купить в ПС-СТОР.РФ / Игры для PS4 и PS5,Купить игру The Last of Us Part II Remastered по выгодной цене. Аккаунт в подарок! Вы искали игру The Last of Us Part II Remastered где купить? - Более 3000 игр в каталоге на нашем сайте ПС-СТОР.РФ >> 100% гарантия от блокировок
2659082,"",COCOON,1890,3150,https://store.playstation.com/store/api/chihiro/00_09_000/container/TR/tr/99/EP2333-PPSA08766_00-COCOONSIEE000000/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=586&h=586,Да,Нет,Adventure,"Чтобы играть в эту игру на PS5, возможно, потребуется обновить системное программное обеспечение. Хотя эта игра поддерживается на PS5, некоторые функции, доступные в PS4, могут отсутствовать. Более подробная информация приведена на странице PlayStation.com/bc.<br>COCOON – новая игра от Йеппе Карлсена, ведущего гейм-дизайнера LIMBO и INSIDE. Это путешествие по мирам внутри других миров. Овладейте механикой прыжков по мирам и разгадайте космическую тайну.<br><br>Миры внутри миров<br>COCOON – уникальный взгляд на головоломки и приключения. Здесь каждый мир – это сфера, которую можно буквально таскать на спине. Постигайте механику прыжков между мирами: манипулируйте ими, совмещайте и переставляйте местами, чтобы решать сложные головоломки.<br><br>Инопланетные технологии<br>Пользуйтесь конструкциями и биомеханическими устройствами, созданными неведомой древней цивилизацией. Путешествуйте по уникальным в своем разнообразии биомам, от индустриальных сооружений до гигантских органических пещер, и вникайте в их взаимосвязи.<br><br>Свойства сфер<br>У каждой сферы есть особое свойство. Освоив его, вы превратите сферу в уникальный инструмент для применения в других мирах. Эти свойства позволяют находить скрытые пути и объекты, воздействовать издалека на недоступные переключатели и делать многое другое.<br><br>Чудовищные стражи<br>Каждый мир охраняют могучие стражи, так что впереди у вас еще и яростные битвы. Сражения уникальны и тоже потребуют освоения новых и интересных механик.<br><br><br>Автономная однопользовательская версия<br>Используется функция вибрации DUALSHOCK 4<br>Дистанционная игра которое позволяет пользователям подключаться к своей системе PlayStation®4 или PlayStation®5 через мобильное устройство, компьютер или другую систему PlayStation®4 или PlayStation®5 и играть в игры на ней.<br>Расширенные игровые функции на консоли PS4 Pro<br>Доступна автономная игра<br><br><br>Загрузка осуществляется в соответствии с Условиями обслуживания PlayStation Network, Условиями использования программ и любыми другими применимыми дополнительными документами. Если вы не согласны выполнять условия, не загружайте материалы. Дополнительная информация приведена в Условиях обслуживания.<br><br>Вы можете загружать эти данные и играть в них на основной консоли PS5, связанной с вашей учетной записьью (с помощью настройки «Общий доступ к консоли и автономная игра») и на любых других консолях PS5, если войдете на них в ту же учетную запись.<br><br>Перед использованием продукта ознакомьтесь с «Мерами предосторожности», важными для вашего здоровья.<br><br>Библиотечные программы ©Sony Interactive Entertainment Inc., эксклюзивно лицензированы Sony Interactive Entertainment Europe. Действуют Условия использования программ. Полный текст Условий использования см. на сайте ru.playstation.com/legal.","PS5, PS4",Игры PlayStation,The Last of Us Part II Remastered купить в ПС-СТОР.РФ / Игры для PS4 и PS5,Купить игру The Last of Us Part II Remastered по выгодной цене. Аккаунт в подарок! Вы искали игру The Last of Us Part II Remastered где купить? - Более 3000 игр в каталоге на нашем сайте ПС-СТОР.РФ >> 100% гарантия от блокировок
2515242,"",FINAL FANTASY XVI Digital Deluxe Edition,10750,,https://store.playstation.com/store/api/chihiro/00_09_000/container/TR/tr/99/EP0082-PPSA10665_00-FF16DDXSIEE00001/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=586&h=586,Да,Нет,"Action, Role Playing Games","Состав издания Digital Deluxe Edition:<br/>FINAL FANTASY XVI<br/>Цифровой мини-артбук<br/>Цифровой мини-саундтрек<br/>*Цифровой мини-саундтрек и цифровой мини-артбук (далее ""цифровые материалы"") доступны только в приложении Square Enix Digital Content Viewer.<br/>*Цифровые материалы доступны только на японском и английском языках.<br/>*В отношении приложения Square Enix Digital Content Viewer могут действовать дополнительные условия и ограничения. <br/>*Приложение Square Enix Digital Content Viewer входит в состав данного продукта и будет автоматически загружено в день его выхода. Если вы уже загрузили приложение Square Enix Digital Content Viewer, вы можете просматривать цифровые материалы, не загружая его повторно.<br/>*Для пользования приложением Square Enix Digital Content Viewer и доступа к цифровым материалам требуется постоянное соединение с Интернетом.<br/><br/><br/>Эпический мир темного фэнтези, в котором судьба земли решается могучими айконами и повелевающими ими доминантами.<br/>Это история Клайва - воина, получившего звание Первого Щита и поклявшегося защищать своего младшего брата Джошуа, доминанта Феникса. Вскоре Клайв окажется участником чудовищной трагедии и поклянется отомстить темному айкону Ифриту - таинственной сущности, несущей бедствия.<br/><br/>Языки, поддерживаемые FINAL FANTASY XVI:<br/>Озвучивание: японский, английский, французский, итальянский, немецкий, испанский (латиноамериканский) <br/>Текст и субтитры: японский, английский, французский, итальянский, немецкий, испанский (латиноамериканский), испанский (кастильский), польский, португальский (бразильский), арабский, русский<br/><br/>Языки, поддерживаемые приложением Square Enix Digital Content Viewer:<br/>японский, английский, французский, немецкий, итальянский, испанский, китайский (традиционный), китайский (упрощенный), корейский<br/><br/>Языки, поддерживаемые цифровым мини-артбуком и цифровым мини-саундтреком: <br/>японский, английский",PS5,Игры PlayStation,The Last of Us Part II Remastered купить в ПС-СТОР.РФ / Игры для PS4 и PS5,Купить игру The Last of Us Part II Remastered по выгодной цене. Аккаунт в подарок! Вы искали игру The Last of Us Part II Remastered где купить? - Более 3000 игр в каталоге на нашем сайте ПС-СТОР.РФ >> 100% гарантия от блокировок
2531968,"",A Plague Tale Bundle,9670,,https://store.playstation.com/store/api/chihiro/00_09_000/container/TR/tr/99/EP4133-PPSA02785_00-APLAGUEINREQBDLE/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=586&h=586,Да,Нет,Adventure,"Чтобы играть в эту игру на PS5, возможно, потребуется обновить системное программное обеспечение. Хотя эта игра поддерживается на PS5, некоторые функции, доступные в PS4, могут отсутствовать. Более подробная информация приведена на странице PlayStation.com/bc.<br>Комплект «A Plague Tale», включающий в себя со скидкой обе высоко оценённые игроками и критиками игры, – A Plague Tale: Innocence и её продолжение A Plague Tale: Requiem – поведает берущую за душу историю приключений Амиции и Гуго в жестоком мире Средневековья.<br><br>A Plague Tale: Innocence<br>1348. Чума опустошает земли королевства Франция. Амиция и ее маленький брат Гуго спасаются от инквизиции, пробираясь через обезлюдевшие деревни. Предоставленные сами себе, они пытаются выжить вопреки поджидающим их неописуемым ужасам. Так начинается их приключение... и заканчивается детство. Этот продукт дает вам право загрузить как цифровую версию игры для PS4™, так и цифровую версию игры для PS5™.<br><br>A Plague Tale: Requiem<br>Амиция и Гуго отправляются на юг, чтобы начать новую жизнь вдали от чумы и помочь Гуго обуздать родовое проклятие. Но силы Гуго просыпаются вновь, – и вот они, полчища крыс, несущие на серых спинах смерть и разрушение. Брат и сестра снова вынуждены бежать... На этот раз их ведет пророчество о далёком острове, который может стать ключом к спасению Гуго.<br><br><br>Автономная однопользовательская версия<br>Доступна автономная игра<br><br><br>Загрузка осуществляется в соответствии с Условиями обслуживания PlayStation Network, Условиями использования программ и любыми другими применимыми дополнительными документами. Если вы не согласны выполнять условия, не загружайте материалы. Дополнительная информация приведена в Условиях обслуживания.<br><br>Вы можете загружать эти данные и играть в них на основной консоли PS5, связанной с вашей учетной записьью (с помощью настройки «Общий доступ к консоли и автономная игра») и на любых других консолях PS5, если войдете на них в ту же учетную запись.<br><br>Перед использованием продукта ознакомьтесь с «Мерами предосторожности», важными для вашего здоровья.<br><br>Библиотечные программы ©Sony Interactive Entertainment Inc., эксклюзивно лицензированы Sony Interactive Entertainment Europe. Действуют Условия использования программ. Полный текст Условий использования см. на сайте ru.playstation.com/legal.","PS5, PS4",Игры PlayStation,The Last of Us Part II Remastered купить в ПС-СТОР.РФ / Игры для PS4 и PS5,Купить игру The Last of Us Part II Remastered по выгодной цене. Аккаунт в подарок! Вы искали игру The Last of Us Part II Remastered где купить? - Более 3000 игр в каталоге на нашем сайте ПС-СТОР.РФ >> 100% гарантия от блокировок
2267404,"",Gran Turismo 7,7520,,https://store.playstation.com/store/api/chihiro/00_09_000/container/TR/tr/99/EP9001-CUSA24767_00-GT7STD0000000PS4/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=586&h=586,Да,Нет,Driving/Racing,,PS4,Игры PlayStation,The Last of Us Part II Remastered купить в ПС-СТОР.РФ / Игры для PS4 и PS5,Купить игру The Last of Us Part II Remastered по выгодной цене. Аккаунт в подарок! Вы искали игру The Last of Us Part II Remastered где купить? - Более 3000 игр в каталоге на нашем сайте ПС-СТОР.РФ >> 100% гарантия от блокировок
2215912,"",Marvel's Guardians of the Galaxy PS4 and PS5,7520,,https://store.playstation.com/store/api/chihiro/00_09_000/container/TR/tr/99/EP0082-PPSA01750_00-DXM0000000000001/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=586&h=586,Да,Да,Action,"С этим изданием у вас есть право загрузить как цифровую версию игры для PS4™, так и  цифровую версию игры для PS5™.<br/><br/>Отправляйтесь бороздить космос вместе со Стражами Галактики Marvel! В этом приключенческом боевике от третьего лица вы попробуете себя в роли Звездного Лорда. Ваши лидерские качества сомнительны, но ваша причудливая команда пока с вами! Какой-то недотепа (точно не вы) кое в чем напортачил, и теперь Галактика на грани гибели. А ваш отряд трещит по швам – не дайте ему распасться (хотя бы до тех пор, пока не остановите космических масштабов катастрофу)! Действуйте: у вас есть бластеры, реактивные ботинки, товарищи по команде, в конце концов! Планируйте, но не удивляйтесь, когда все пойдет не так. Помните, что каждый сделанный вами выбор имеет последствия. В «Стражах Галактики Marvel» вас ждут уникальная история и культовые персонажи с мощными способностями. Но главное – судьба Галактики будет в ваших руках! Пора показать всем, на что вы способны. Вы справитесь. Наверное.<br/><br/>Бонус (в цифровом формате):<br/>- костюм «Светский Лорд» для Звездного Лорда (раннее получение).<br/><br/>Если у вас уже есть версия игры для PS4™, вы можете бесплатно получить цифровую версию для PS5™ (ее не нужно второй раз покупать). Владельцы дисковой версии игры для PS4™ могут вставить диск в PS5™, чтобы загрузить цифровую версию для PS5™ или сыграть в нее. Владельцы дисковой версии игры для PS4™, купившие цифровое издание (без диска) для PS5™, уже не смогут получить версию для PS5™ бесплатно.","PS5, PS4",Игры PlayStation,The Last of Us Part II Remastered купить в ПС-СТОР.РФ / Игры для PS4 и PS5,Купить игру The Last of Us Part II Remastered по выгодной цене. Аккаунт в подарок! Вы искали игру The Last of Us Part II Remastered где купить? - Более 3000 игр в каталоге на нашем сайте ПС-СТОР.РФ >> 100% гарантия от блокировок
2214923,"",STAR WARS Jedi: Fallen Order,7740,,https://store.playstation.com/store/api/chihiro/00_09_000/container/TR/tr/99/EP0006-PPSA02199_00-RESPAWNSWBIRDDOG/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=586&h=586,Да,Да,"Action, Adventure, Unique","Купите цифровую версию игры «ЗВЁЗДНЫЕ ВОЙНЫ Джедаи: Павший Орден™» для PS4™ в PlayStation™Store и загрузите версию для PS5™ бесплатно. <br/>Если у вас уже есть цифровая версия этой игры для PS4™, вы можете получить её цифровую версию для PS5™ совершенно бесплатно, без необходимости покупать данный продукт. Playstation.com/help<br/><br/>В ЗВЁЗДНЫЕ ВОЙНЫ Джедаи: Павший Орден, боевике с видом от третьего лица от Respawn Entertainment, вас ждут приключения галактического масштаба. Оставшемуся в одиночестве падавану необходимо завершить обучение, обрести новые способности Силы и овладеть мастерством боя на световых мечах, а главное — оставаться при этом на шаг впереди Империи.","PS5, PS4",Игры PlayStation,The Last of Us Part II Remastered купить в ПС-СТОР.РФ / Игры для PS4 и PS5,Купить игру The Last of Us Part II Remastered по выгодной цене. Аккаунт в подарок! Вы искали игру The Last of Us Part II Remastered где купить? - Более 3000 игр в каталоге на нашем сайте ПС-СТОР.РФ >> 100% гарантия от блокировок
2129388,"",The Nioh Collection,3100,,https://store.playstation.com/store/api/chihiro/00_09_000/container/TR/tr/99/EP9000-PPSA02486_00-NIOHCECOLPS50000/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=586&h=586,Да,Нет,"Action, Role Playing Games, Unique","Чтобы играть в эту игру на PS5, возможно, потребуется обновить системное программное обеспечение. Хотя эта игра поддерживается на PS5, некоторые функции, доступные в PS4, могут отсутствовать. Более подробная информация приведена на странице PlayStation.com/bc.<br>Готовьте клинки – в этой ролевой игре на территории огромной страны, охваченной гражданской войной, изнурительные бои поджидают за каждым углом.<br><br>Чтобы побеждать, вам нужно набраться терпения, внимательно изучая сильные стороны своих врагов – будь то люди или демоны, – и воспользоваться их уязвимыми местами.<br><br>Каждое поражение следует воспринимать как очередной шаг вперед. Только через смерть вы сможете пройти путь истинного самурая.<br><br><br>Автономная однопользовательская версия<br>Сетевая многопользовательская игра (2 игрока). Требуется оплаченная подписка на PlayStation Plus. Для использования сетевых функций требуется учетная запись. Сетевые функции предоставляются в соответствии с нашими условиями обслуживания (playstationnetwork.com/terms-of-service), нашей политикой конфиденциальности (playstationnetwork.com/privacy-policy) и политикой конфиденциальности издателя игры.<br>Используется функция вибрации DUALSHOCK 4<br>Для использования сетевых функций требуется учетная запись. Сетевые функции предоставляются в соответствии с условиями обслуживания (playstationnetwork.com/terms-of-service), политикой конфиденциальности (playstationnetwork.com/privacy-policy) и политикой конфиденциальности издателя игры.<br><br><br>Загрузка осуществляется в соответствии с Условиями обслуживания PlayStation Network, Условиями использования программ и любыми другими применимыми дополнительными документами. Если вы не согласны выполнять условия, не загружайте материалы. Дополнительная информация приведена в Условиях обслуживания.<br><br> Разовая лицензионная плата за право загрузки на несколько систем PS4. Вход в PlayStation Network не требуется при использовании на вашей основной системе PS4, но необходим при использовании на других системах PS4.<br><br>Перед использованием продукта ознакомьтесь с «Мерами предосторожности», важными для вашего здоровья.<br><br>Библиотечные программы ©Sony Interactive Entertainment Inc., эксклюзивно лицензированы Sony Interactive Entertainment Europe. Действуют Условия использования программ. Полный текст Условий использования см. на сайте ru.playstation.com/legal.","PS5, PS4",Игры PlayStation,The Last of Us Part II Remastered купить в ПС-СТОР.РФ / Игры для PS4 и PS5,Купить игру The Last of Us Part II Remastered по выгодной цене. Аккаунт в подарок! Вы искали игру The Last of Us Part II Remastered где купить? - Более 3000 игр в каталоге на нашем сайте ПС-СТОР.РФ >> 100% гарантия от блокировок
2012183,"",Call of Duty: Modern Warfare 2 Campaign Remastered,950,,https://store.playstation.com/store/api/chihiro/00_09_000/container/TR/tr/99/EP0002-CUSA07904_00-CODMW2RSTANDARD1/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=586&h=586,Нет,Нет,Shooter,"Загрузите Call of Duty: Modern Warfare 2 - игру, отмеченную множеством престижных наград. Окунитесь в захватывающий, стремительный экшен, сражаясь с новой угрозой, поставившей мир на грань уничтожения. Modern Warfare 2 продолжает впечатляющий сюжет Call of Duty 4: Modern Warfare – игрового блокбастера, снискавшего признание игроков и критиков по всему миру.<br><br>1-4 игрока<br>Не менее 20Мб<br>PAL HD 720p, 1080i, 1080p<br>DUALSHOCK®3<br>Сетевые компоненты<br>Интернет: 2-18 игроков<br><br>Загрузка осуществляется в соответствии с Условиями обслуживания и Лицензионным соглашением Sony Entertainment Network и любыми другими применимыми дополнительными документами. Если вы не согласны выполнять условия, не загружайте материалы. Дополнительная информация приведена в Условиях обслуживания.<br> Единовременный платеж за использование загружаемых материалов на одной или двух совместимых домашних консолях.<br>Перед использованием продукта ознакомьтесь с «Мерами предосторожности», важными для вашего здоровья.<br>Библиотечные программы ©Sony Computer Entertainment Inc., эксклюзивно лицензированы Sony Computer Entertainment Europe. Действуют Условия использования программ. Полный текст Условий использования см. на сайте ru.playstation.com/legal.<br><br>© 2009-2011 Activision Publishing, Inc. Activision, Call of Duty и Modern Warfare - зарегистрир. товарные знаки Activision Publishing, Inc. Содержит технологии Id Software (“Id Technology”). Id Technology © 1999-2011 Id Software, Inc. Dolby и символ double-D - товарные знаки Dolby Laboratories. ",PS4,Игры PlayStation,The Last of Us Part II Remastered купить в ПС-СТОР.РФ / Игры для PS4 и PS5,Купить игру The Last of Us Part II Remastered по выгодной цене. Аккаунт в подарок! Вы искали игру The Last of Us Part II Remastered где купить? - Более 3000 игр в каталоге на нашем сайте ПС-СТОР.РФ >> 100% гарантия от блокировок
2094649,"",Detroit: Become Human,3750,,https://store.playstation.com/store/api/chihiro/00_09_000/container/TR/tr/99/EP9000-CUSA09417_00-DETROIT000000001/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=586&h=586,Нет,Нет,"Action, Adventure","«Детройт: Стать человеком» поддерживает следующие языки озвучивания и текста: английский, польский, русский.<br/>Heavy Rain поддерживает следующие языки текста: датский, английский, финский, норвежский, польский, русский, шведский.<br/>Heavy Rain поддерживает следующие языки озвучивания: английский, польский, русский.<br/><br/>Издание Digital Deluxe включает:<br/>• Heavy Rain для PS4™.<br/>• Цифровой артбук.<br/>• Музыка из издания Digital Deluxe.<br/>• Аватары.<br/>• Динамические темы Cyber Life и Main Character для PS4™.<br/><br/>НАСКОЛЬКО ДАЛЕКО ВЫ РЕШИТЕСЬ ЗАЙТИ, ЧТОБЫ ПОЛУЧИТЬ СВОБОДУ?<br/><br/>Детройт, 2038 год. Похожие на людей андроиды стали основной рабочей силой на планете.<br/><br/>Они никогда не устают, всегда слушают своих хозяев и никогда не говорят «Нет»... но однажды все изменилось.<br/><br/>Некоторые андроиды начали вести себя не так, как обычно, словно у них появилась способность испытывать чувства...<br/><br/>Теперь вам предстоит управлять тремя андроидами, чтобы помочь им понять, кто же они на самом деле.<br/><br/>Ваши действия и решения определят их судьбу – а может, даже и будущее всего города.",PS4,Игры PlayStation,The Last of Us Part II Remastered купить в ПС-СТОР.РФ / Игры для PS4 и PS5,Купить игру The Last of Us Part II Remastered по выгодной цене. Аккаунт в подарок! Вы искали игру The Last of Us Part II Remastered где купить? - Более 3000 игр в каталоге на нашем сайте ПС-СТОР.РФ >> 100% гарантия от блокировок
66308,"",Mad Max,2500,,https://store.playstation.com/store/api/chihiro/00_09_000/container/TR/tr/99/EP1018-CUSA00054_00-MADMAXTHEGAME001/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=586&h=586,Да,Нет,"Action, Adventure","Чтобы играть в эту игру на PS5, возможно, потребуется обновить системное программное обеспечение. Хотя эта игра поддерживается на PS5, некоторые функции, доступные в PS4, могут отсутствовать. Более подробная информация приведена на странице PlayStation.com/bc.<br>Сетевые функции будут отключены 31 октября 2020 года.<br><br>Стань Безумным Максом, одиноким войном в диком, пост-апокалиптическом мире, где ключ к выживанию - автомобиль. В этом мире полном опасностей, действие происходит от третьего лица. Чтобы выжить в Пустоши, Вы должны драться, участвуя в рукопашных и автомобильных боях против бандитских шаек. Макс - несгибаемый герой и отчаянный боец. Единственное чего он хочет — оставить безумие позади и найти утешение в легендарной «Безмолвной Равнине». Игрокам предстоит пройти множество коварных миссий, глубже и глубже исследуя бескрайние просторы Пустоши в поисках запасов и материалов для постройки безотказной и совершенной боевой машины.<br><br><br>Автономная однопользовательская версия<br>Используется функция вибрации DUALSHOCK 4<br><br><br>Загрузка осуществляется в соответствии с Условиями обслуживания PlayStation Network, Условиями использования программ и любыми другими применимыми дополнительными документами. Если вы не согласны выполнять условия, не загружайте материалы. Дополнительная информация приведена в Условиях обслуживания.<br><br> Разовая лицензионная плата за право загрузки на несколько систем PS4. Вход в PlayStation Network не требуется при использовании на вашей основной системе PS4, но необходим при использовании на других системах PS4.<br><br>Перед использованием продукта ознакомьтесь с «Мерами предосторожности», важными для вашего здоровья.<br><br>Библиотечные программы ©Sony Interactive Entertainment Inc., эксклюзивно лицензированы Sony Interactive Entertainment Europe. Действуют Условия использования программ. Полный текст Условий использования см. на сайте ru.playstation.com/legal.",PS4,Игры PlayStation,The Last of Us Part II Remastered купить в ПС-СТОР.РФ / Игры для PS4 и PS5,Купить игру The Last of Us Part II Remastered по выгодной цене. Аккаунт в подарок! Вы искали игру The Last of Us Part II Remastered где купить? - Более 3000 игр в каталоге на нашем сайте ПС-СТОР.РФ >> 100% гарантия от блокировок
2797325,Новинка,Beyond Good and Evil 20th Anniversary Edition,2500,,https://store.playstation.com/store/api/chihiro/00_09_000/container/TR/tr/99/EP0001-PPSA08706_00-BGER000000000000/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=586&h=586,Да,Нет,,"Этот продукт дает вам право загрузить как цифровую версию игры для PS4™, так и цифровую версию игры для PS5®.<br/><br/>Один из первопроходцев жанра «экшен-приключение»<br/>Вместе с Джейд, вооруженной посохом дай-дзе и верной камерой, вы сможете свободно исследовать Хиллию, сражаться с разнообразными противниками, скрытно проникать в опасные зоны, решать непростые головоломки, наслаждаться захватывающими мини-играми и состязаться с лучшими пилотами транспорта на воздушной подушке, попутно делая снимки.<br/><br/>Откройте для себя вновь приключение, удостоенное наград<br/>Играя за репортера Джейд, с головой погрузитесь в захватывающий мир планеты Хиллия – вам предстоит расследовать нападения таинственных инопланетян из ДумЦ бок о бок с незабываемыми персонажами, включая Пей'Джа – приемного дядю Джейд, а также отважного Аш-Два.<br/><br/>Охота за сокровищами<br/>Получите новые эксклюзивные награды, исследуя Хиллию, и узнайте больше о прошлом Джейд во время охоты за сокровищами.<br/><br/>Погружение в историю<br/>Покажите, на что способны, благодаря новому режиму скоростного прохождения и обновленным достижениям; узнайте о разработке игры и ее тайнах в галерее годовщины!<br/><br/>Игра в своем лучшем виде<br/>Отправляйтесь в потрясающее приключение: вас ждет игра с 60 FPS в разрешении до 4K, с улучшенной графикой и управлением, обновленным звуком и саундтреком, а также с удобными новыми функциями автосохранения, кроссплатформенных сохранений и пропуска сюжетных роликов.<br/><br/>Приготовьтесь испытать невероятное сочетание динамичного геймплея и захватывающих сюжетных роликов!<br/><br/>Если у вас уже есть версия этой игры для PS4™, вы можете получить ее цифровую версию для PS5® без каких-либо дополнительных затрат – вам не придется снова покупать этот продукт. Владельцы диска с игрой для PS4™ должны вставлять его в PS5® каждый раз, когда они хотят загрузить или воспроизвести цифровую версию игры для PS5®. Владельцы дисков с играми для PS4™, купившие консоль PS5® без дисковода, не смогут получить версию игры PS5® без дополнительной платы.","PS5, PS4",Игры PlayStation,The Last of Us Part II Remastered купить в ПС-СТОР.РФ / Игры для PS4 и PS5,Купить игру The Last of Us Part II Remastered по выгодной цене. Аккаунт в подарок! Вы искали игру The Last of Us Part II Remastered где купить? - Более 3000 игр в каталоге на нашем сайте ПС-СТОР.РФ >> 100% гарантия от блокировок
2745023,Новинка,TopSpin 2K25 Cross-Gen Digital Edition,8080,,https://store.playstation.com/store/api/chihiro/00_09_000/container/TR/tr/99/EP1001-PPSA06899_00-TS2K25CROSSGENED/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=586&h=586,Нет,Нет,,,"PS5, PS4",Игры PlayStation,The Last of Us Part II Remastered купить в ПС-СТОР.РФ / Игры для PS4 и PS5,Купить игру The Last of Us Part II Remastered по выгодной цене. Аккаунт в подарок! Вы искали игру The Last of Us Part II Remastered где купить? - Более 3000 игр в каталоге на нашем сайте ПС-СТОР.РФ >> 100% гарантия от блокировок
